Unnamed: 0,CustomerID,Age,Gender,Location,ProductCategory,PurchaseDate,PurchaseAmount,PaymentMethod,Quantity,DiscountPercentage,IsReturned,Rating,IsPromotion,CustomerSegment,ShippingDuration,Region,IngestionTimestamp,Source,Month
62,63,19,Female,Suburb,Electronics,04-03-2022,110.8734642,Debit Card,3,0.222912775,FALSE,1,FALSE,New,1,South,52:10.3,System A,3
63,64,23,Female,Rural,Clothing,05-03-2022,366.6315796,Cash,8,0.408327622,FALSE,3,FALSE,Returning,7,North,52:10.3,System A,3
64,65,59,Male,Suburb,Clothing,06-03-2022,277.6893535,Credit Card,8,0.442619439,FALSE,5,FALSE,New,2,North,52:10.3,System A,3
65,66,21,Female,Rural,Clothing,07-03-2022,844.2847831,Credit Card,3,0.043353284,FALSE,3,TRUE,New,7,East,52:10.3,System A,3
66,67,46,Female,City,Electronics,08-03-2022,320.2144384,Cash,4,0.269181551,FALSE,4,FALSE,Returning,4,East,52:10.3,System A,3
67,68,35,Female,Suburb,Electronics,09-03-2022,791.0431471,Debit Card,2,0.456614843,FALSE,2,FALSE,New,7,West,52:10.3,System A,3
68,69,43,Male,Suburb,Electronics,10-03-2022,892.9534234,Cash,4,0.193986377,FALSE,5,TRUE,Returning,7,North,52:10.3,System A,3
69,70,61,Male,Rural,Home Appliances,11-03-2022,439.4792454,Debit Card,9,0.414782916,FALSE,5,FALSE,Returning,7,West,52:10.3,System A,3
70,71,51,Female,City,Home Appliances,12-03-2022,910.8437124,Credit Card,2,0.066847827,FALSE,3,FALSE,Returning,2,North,52:10.3,System A,3
71,72,27,Male,Suburb,Electronics,13-03-2022,383.5448734,Debit Card,3,0.467697245,FALSE,4,TRUE,Returning,6,North,52:10.3,System A,3
72,73,53,Male,City,Clothing,14-03-2022,964.4376323,Cash,4,0.375711659,TRUE,3,TRUE,Returning,1,South,52:10.3,System A,3
73,74,31,Male,Suburb,Home Appliances,15-03-2022,98.39662928,Cash,5,0.470667196,FALSE,3,FALSE,Returning,5,East,52:10.3,System A,3
74,75,48,Male,City,Electronics,16-03-2022,690.1490738,Credit Card,1,0.338308617,FALSE,5,FALSE,New,7,North,52:10.3,System A,3
75,76,32,Male,Rural,Clothing,17-03-2022,498.8759001,Debit Card,7,0.181701966,FALSE,3,FALSE,Returning,5,West,52:10.3,System A,3
76,77,25,Male,Suburb,Home Appliances,18-03-2022,393.7723174,Debit Card,7,0.469090586,FALSE,2,TRUE,Returning,6,East,52:10.3,System A,3
77,78,31,Male,Suburb,Clothing,19-03-2022,636.38476,Debit Card,9,0.137783388,FALSE,3,TRUE,Returning,1,West,52:10.3,System A,3
78,79,40,Male,City,Clothing,20-03-2022,706.8185207,Credit Card,4,0.166086261,FALSE,2,TRUE,Returning,4,East,52:10.3,System A,3
79,80,57,Male,City,Clothing,21-03-2022,14.31963695,Debit Card,6,0.350404209,FALSE,5,TRUE,New,5,East,52:10.3,System A,3
80,81,38,Male,Suburb,Clothing,22-03-2022,175.2835579,Cash,2,0.38265815,FALSE,4,TRUE,New,4,North,52:10.3,System A,3
81,82,33,Female,Rural,Home Appliances,23-03-2022,715.9155901,Debit Card,4,0.464701742,FALSE,2,FALSE,New,5,South,52:10.3,System A,3
82,83,62,Female,City,Home Appliances,24-03-2022,669.7215594,Credit Card,2,0.102401205,FALSE,4,FALSE,Returning,4,North,52:10.3,System A,3
83,84,35,Male,City,Home Appliances,25-03-2022,966.3870301,Debit Card,5,0.398999018,FALSE,4,FALSE,Returning,7,East,52:10.3,System A,3
84,85,64,Female,City,Electronics,26-03-2022,763.4274123,Debit Card,7,0.369273027,FALSE,2,TRUE,Returning,5,North,52:10.3,System A,3
85,86,41,Female,Suburb,Home Appliances,27-03-2022,951.2649807,Cash,1,0.031897278,FALSE,5,TRUE,New,4,North,52:10.3,System A,3
86,87,43,Male,Suburb,Clothing,28-03-2022,705.5150965,Debit Card,7,0.193611571,FALSE,1,FALSE,New,6,East,52:10.3,System A,3
87,88,42,Male,Suburb,Home Appliances,29-03-2022,305.0716866,Cash,6,0.141382729,TRUE,4,FALSE,Returning,2,East,52:10.3,System A,3
88,89,62,Male,Suburb,Clothing,30-03-2022,114.311273,Cash,6,0.152245212,FALSE,4,FALSE,Returning,4,North,52:10.3,System A,3
89,90,58,Female,Rural,Electronics,31-03-2022,784.0056247,Credit Card,8,0.49147344,FALSE,5,FALSE,Returning,2,North,52:10.3,System A,3
90,91,46,Female,Rural,Clothing,01-04-2022,647.7077293,Cash,8,0.321388707,FALSE,5,FALSE,Returning,2,North,52:10.3,System A,4
91,92,32,Male,Suburb,Clothing,02-04-2022,57.70415227,Cash,6,0.358838079,FALSE,3,FALSE,New,1,West,52:10.3,System A,4
92,93,62,Male,Rural,Clothing,03-04-2022,366.4499612,Credit Card,3,0.488308819,TRUE,5,FALSE,Returning,7,North,52:10.3,System A,4
93,94,18,Male,City,Electronics,04-04-2022,957.2318173,Cash,5,0.188600891,FALSE,4,FALSE,Returning,6,West,52:10.3,System A,4
94,95,42,Female,City,Home Appliances,05-04-2022,505.3971343,Credit Card,2,0.400920084,FALSE,2,TRUE,Returning,2,South,52:10.3,System A,4
95,96,24,Female,City,Home Appliances,06-04-2022,438.4018447,Debit Card,5,0.217265482,FALSE,1,FALSE,Returning,3,West,52:10.3,System A,4
96,97,26,Female,Suburb,Electronics,07-04-2022,463.1226091,Credit Card,9,0.434766836,FALSE,3,TRUE,Returning,7,North,52:10.3,System A,4
97,98,41,Female,City,Clothing,08-04-2022,216.7938968,Cash,1,0.090328771,TRUE,2,FALSE,Returning,2,South,52:10.3,System A,4
98,99,18,Male,Rural,Home Appliances,09-04-2022,375.0200992,Credit Card,5,0.473843089,FALSE,1,FALSE,Returning,4,West,52:10.3,System A,4
99,100,61,Male,Suburb,Electronics,10-04-2022,376.1151234,Cash,6,0.109385854,FALSE,1,FALSE,Returning,2,West,52:10.3,System A,4
100,101,25,Male,Rural,Home Appliances,11-04-2022,61.83146999,Debit Card,7,0.163110253,FALSE,1,FALSE,Returning,4,East,52:10.3,System A,4
101,102,41,Male,City,Electronics,12-04-2022,769.8919522,Credit Card,9,0.378096117,FALSE,2,FALSE,New,4,South,52:10.3,System A,4
102,103,28,Female,City,Clothing,13-04-2022,422.3393876,Debit Card,6,0.196877571,FALSE,3,FALSE,Returning,3,East,52:10.3,System A,4
103,104,34,Female,City,Home Appliances,14-04-2022,823.9580879,Cash,5,0.304105688,FALSE,3,TRUE,Returning,2,South,52:10.3,System A,4
104,105,25,Male,Suburb,Electronics,15-04-2022,851.8445211,Cash,7,0.222286751,FALSE,1,TRUE,New,2,West,52:10.3,System A,4
105,106,52,Male,Rural,Home Appliances,16-04-2022,219.8741142,Debit Card,1,0.371184969,FALSE,2,FALSE,Returning,5,East,52:10.3,System A,4
106,107,52,Female,Suburb,Home Appliances,17-04-2022,660.7799473,Credit Card,5,0.114165626,FALSE,1,FALSE,New,7,North,52:10.3,System A,4
107,108,50,Male,Suburb,Home Appliances,18-04-2022,477.5589861,Credit Card,2,0.029228994,FALSE,5,FALSE,New,5,West,52:10.3,System A,4
108,109,22,Female,City,Home Appliances,19-04-2022,881.3551705,Cash,4,0.149964699,FALSE,3,FALSE,New,1,South,52:10.3,System A,4
109,110,59,Male,Suburb,Electronics,20-04-2022,223.5832724,Debit Card,7,0.237154332,FALSE,4,FALSE,Returning,4,South,52:10.3,System A,4
110,111,56,Male,Suburb,Clothing,21-04-2022,681.0350683,Debit Card,5,0.084010026,FALSE,1,TRUE,Returning,3,East,52:10.3,System A,4
111,112,58,Male,City,Electronics,22-04-2022,611.674601,Credit Card,6,0.177398645,FALSE,5,FALSE,Returning,5,East,52:10.3,System A,4
112,113,45,Male,Suburb,Electronics,23-04-2022,302.3484628,Credit Card,2,0.199991509,FALSE,3,TRUE,Returning,2,South,52:10.3,System A,4
113,114,24,Male,City,Electronics,24-04-2022,145.2348946,Credit Card,3,0.028695922,FALSE,2,FALSE,Returning,1,West,52:10.3,System A,4
114,115,26,Male,City,Clothing,25-04-2022,655.1233629,Debit Card,7,0.291653624,FALSE,3,TRUE,New,3,East,52:10.3,System A,4
115,116,25,Male,City,Home Appliances,26-04-2022,741.2114836,Credit Card,2,0.442171714,FALSE,2,FALSE,New,6,North,52:10.3,System A,4
116,117,29,Female,City,Home Appliances,27-04-2022,322.4710703,Credit Card,6,0.075871456,FALSE,2,TRUE,Returning,2,South,52:10.3,System A,4
117,118,51,Female,Suburb,Home Appliances,28-04-2022,648.384278,Cash,5,0.298904007,FALSE,1,FALSE,Returning,2,North,52:10.3,System A,4
118,119,50,Female,City,Clothing,29-04-2022,401.1795985,Credit Card,1,0.332369602,FALSE,1,FALSE,Returning,6,South,52:10.3,System A,4
119,120,40,Female,City,Home Appliances,30-04-2022,716.0748144,Credit Card,4,0.20966734,FALSE,3,FALSE,Returning,4,North,52:10.3,System A,4
120,121,41,Female,Suburb,Clothing,01-05-2022,207.2231221,Debit Card,2,0.350548794,FALSE,5,FALSE,Returning,4,West,52:10.3,System A,5
121,122,54,Male,Suburb,Home Appliances,02-05-2022,891.3128526,Debit Card,4,0.205365772,FALSE,3,FALSE,New,5,South,52:10.3,System A,5
122,123,52,Male,Rural,Home Appliances,03-05-2022,294.5355005,Cash,1,0.252318644,FALSE,4,FALSE,Returning,5,West,52:10.3,System A,5
123,124,61,Female,Suburb,Electronics,04-05-2022,374.1081279,Credit Card,2,0.003676522,FALSE,2,FALSE,Returning,2,East,52:10.3,System A,5
124,125,57,Male,Suburb,Clothing,05-05-2022,67.51103256,Cash,8,0.345860057,FALSE,2,TRUE,Returning,7,South,52:10.3,System A,5
125,126,39,Female,Rural,Electronics,06-05-2022,120.3970902,Debit Card,6,0.330671339,FALSE,1,FALSE,New,2,West,52:10.3,System A,5
126,127,44,Female,Suburb,Electronics,07-05-2022,520.7032837,Cash,2,0.019200439,FALSE,5,TRUE,Returning,5,North,52:10.3,System A,5
127,128,52,Male,Suburb,Electronics,08-05-2022,274.91675,Debit Card,6,0.184125054,FALSE,1,TRUE,Returning,6,West,52:10.3,System A,5
128,129,18,Male,Suburb,Clothing,09-05-2022,837.1254235,Cash,9,0.48951592,FALSE,4,FALSE,New,5,South,52:10.3,System A,5
129,130,52,Male,Suburb,Clothing,10-05-2022,24.54645477,Cash,7,0.210368281,TRUE,3,FALSE,Returning,2,West,52:10.3,System A,5
130,131,54,Female,Rural,Home Appliances,11-05-2022,385.3031082,Credit Card,9,0.250972703,FALSE,3,FALSE,New,3,North,52:10.3,System A,5
131,132,64,Male,Suburb,Electronics,12-05-2022,343.9720913,Cash,5,0.454965079,FALSE,5,FALSE,Returning,2,North,52:10.3,System A,5
132,133,31,Female,Suburb,Home Appliances,13-05-2022,29.13435461,Credit Card,7,0.358630938,FALSE,1,TRUE,Returning,3,North,52:10.3,System A,5
133,134,20,Female,Rural,Electronics,14-05-2022,133.124715,Credit Card,7,0.291035066,FALSE,1,TRUE,Returning,3,East,52:10.3,System A,5
134,135,18,Female,City,Clothing,15-05-2022,419.5062482,Credit Card,3,0.398902341,FALSE,4,FALSE,New,2,South,52:10.3,System A,5
135,136,22,Male,Rural,Clothing,16-05-2022,497.9359386,Credit Card,7,0.432183133,FALSE,3,FALSE,New,7,North,52:10.3,System A,5
136,137,43,Male,City,Clothing,17-05-2022,410.2468498,Cash,1,0.228444036,FALSE,1,TRUE,New,7,East,52:10.3,System A,5
137,138,31,Female,Rural,Electronics,18-05-2022,535.6283016,Debit Card,9,0.237554182,TRUE,5,FALSE,New,1,North,52:10.3,System A,5
138,139,56,Male,Rural,Clothing,19-05-2022,599.1803582,Debit Card,6,0.193025468,FALSE,3,FALSE,New,5,West,52:10.3,System A,5
139,140,44,Male,Suburb,Electronics,20-05-2022,19.82458292,Debit Card,5,0.48335307,FALSE,4,FALSE,Returning,7,South,52:10.3,System A,5
140,141,26,Male,City,Home Appliances,21-05-2022,469.4542079,Cash,7,0.348583127,FALSE,5,FALSE,New,4,West,52:10.3,System A,5
141,142,32,Female,Suburb,Electronics,22-05-2022,963.8642485,Credit Card,5,0.041611533,TRUE,2,FALSE,Returning,2,East,52:10.3,System A,5
142,143,32,Female,City,Home Appliances,23-05-2022,523.8419573,Debit Card,5,0.431479812,FALSE,4,FALSE,New,3,West,52:10.3,System A,5
143,144,43,Male,Rural,Electronics,24-05-2022,680.7668448,Cash,7,0.24027997,FALSE,5,TRUE,Returning,2,West,52:10.3,System A,5
144,145,59,Female,Rural,Home Appliances,25-05-2022,318.7452193,Credit Card,7,0.034376953,FALSE,1,FALSE,Returning,5,North,52:10.3,System A,5
145,146,30,Male,City,Clothing,26-05-2022,776.2514644,Debit Card,3,0.274858628,FALSE,2,FALSE,Returning,6,West,52:10.3,System A,5
146,147,49,Male,Suburb,Home Appliances,27-05-2022,775.1922671,Credit Card,3,0.208582139,FALSE,4,TRUE,Returning,7,North,52:10.3,System A,5
147,148,56,Male,Suburb,Clothing,28-05-2022,526.0830872,Debit Card,3,0.438874702,FALSE,1,FALSE,New,7,North,52:10.3,System A,5
148,149,49,Male,Suburb,Clothing,29-05-2022,976.253685,Debit Card,6,0.101997302,FALSE,2,FALSE,Returning,7,South,52:10.3,System A,5
149,150,21,Female,Suburb,Home Appliances,30-05-2022,134.2947126,Debit Card,6,0.413232305,FALSE,3,FALSE,Returning,3,East,52:10.3,System A,5
150,151,47,Female,Rural,Electronics,31-05-2022,26.77818824,Credit Card,3,0.278844346,FALSE,1,TRUE,Returning,4,East,52:10.3,System A,5
151,152,54,Female,Rural,Electronics,01-06-2022,772.4566296,Cash,3,0.027305152,FALSE,5,FALSE,Returning,4,East,52:10.3,System A,6
152,153,40,Male,Rural,Electronics,02-06-2022,809.083982,Credit Card,8,0.485922651,FALSE,4,FALSE,Returning,7,North,52:10.3,System A,6
153,154,56,Male,Rural,Electronics,03-06-2022,129.0051568,Debit Card,8,0.256307622,FALSE,2,TRUE,Returning,4,East,52:10.3,System A,6
154,155,62,Male,Rural,Electronics,04-06-2022,272.9270046,Credit Card,7,0.145438427,FALSE,1,FALSE,Returning,6,North,52:10.3,System A,6
155,156,32,Female,Suburb,Clothing,05-06-2022,27.37683973,Cash,4,0.234703421,TRUE,3,FALSE,Returning,7,South,52:10.3,System A,6
156,157,60,Male,Suburb,Electronics,06-06-2022,300.3755247,Credit Card,4,0.428928892,FALSE,4,FALSE,Returning,1,East,52:10.3,System A,6
157,158,46,Female,Suburb,Clothing,07-06-2022,775.4104552,Cash,3,0.152451562,FALSE,4,TRUE,New,3,North,52:10.3,System A,6
158,159,53,Female,Suburb,Clothing,08-06-2022,522.7809224,Cash,5,0.096338198,FALSE,1,FALSE,New,6,East,52:10.3,System A,6
159,160,30,Female,Rural,Clothing,09-06-2022,354.6146372,Credit Card,3,0.064535623,FALSE,3,FALSE,Returning,3,East,52:10.3,System A,6
160,161,49,Female,Rural,Home Appliances,10-06-2022,378.021902,Debit Card,8,0.148929699,TRUE,2,FALSE,Returning,7,South,52:10.3,System A,6
161,162,24,Female,Rural,Home Appliances,11-06-2022,11.34008946,Cash,7,0.390024044,FALSE,1,FALSE,New,6,West,52:10.3,System A,6
162,163,39,Female,City,Clothing,12-06-2022,306.8025223,Credit Card,3,0.235813183,FALSE,2,FALSE,New,7,East,52:10.3,System A,6
163,164,45,Male,Suburb,Home Appliances,13-06-2022,649.9941542,Cash,9,0.113740802,FALSE,4,TRUE,Returning,6,South,52:10.3,System A,6
164,165,19,Male,Suburb,Electronics,14-06-2022,974.4524994,Debit Card,5,0.0830925,FALSE,2,FALSE,Returning,7,East,52:10.3,System A,6
165,166,59,Female,Rural,Electronics,15-06-2022,848.5902187,Credit Card,9,0.166364738,FALSE,3,FALSE,New,1,East,52:10.3,System A,6
166,167,62,Female,Suburb,Clothing,16-06-2022,33.359015,Credit Card,7,0.469962186,FALSE,5,FALSE,Returning,3,East,52:10.3,System A,6
167,168,23,Male,Suburb,Electronics,17-06-2022,899.5749986,Credit Card,7,0.171513356,FALSE,3,TRUE,Returning,6,East,52:10.3,System A,6
168,169,45,Female,Rural,Clothing,18-06-2022,785.3664292,Debit Card,6,0.494062038,FALSE,2,FALSE,Returning,1,West,52:10.3,System A,6
169,170,45,Female,City,Clothing,19-06-2022,782.5723623,Cash,2,0.242615228,FALSE,1,FALSE,Returning,2,West,52:10.3,System A,6
170,171,61,Male,City,Electronics,20-06-2022,463.4158014,Credit Card,9,0.089581959,FALSE,4,FALSE,Returning,7,East,52:10.3,System A,6
171,172,61,Female,City,Home Appliances,21-06-2022,404.02524,Cash,6,0.445570046,FALSE,5,TRUE,New,5,East,52:10.3,System A,6
172,173,37,Female,Rural,Electronics,22-06-2022,309.8865715,Cash,8,0.230177687,FALSE,1,TRUE,Returning,6,South,52:10.3,System A,6
173,174,47,Female,Suburb,Electronics,23-06-2022,75.03791036,Debit Card,1,0.354835672,FALSE,1,TRUE,New,4,South,52:10.3,System A,6
174,175,28,Male,Rural,Clothing,24-06-2022,235.9530099,Credit Card,5,0.491855792,FALSE,3,FALSE,Returning,1,North,52:10.3,System A,6
175,176,45,Male,Rural,Clothing,25-06-2022,254.1375986,Cash,1,0.025087675,FALSE,2,TRUE,New,1,West,52:10.3,System A,6
176,177,42,Male,Suburb,Clothing,26-06-2022,489.236299,Credit Card,8,0.04834728,FALSE,3,TRUE,Returning,6,East,52:10.3,System A,6
177,178,56,Female,City,Clothing,27-06-2022,749.9699625,Credit Card,8,0.360228371,FALSE,2,TRUE,New,1,West,52:10.3,System A,6
178,179,50,Female,City,Home Appliances,28-06-2022,479.0717301,Debit Card,1,0.140912502,FALSE,3,FALSE,Returning,2,South,52:10.3,System A,6
179,180,18,Male,Rural,Home Appliances,29-06-2022,67.26600495,Credit Card,9,0.092150698,FALSE,1,TRUE,New,1,West,52:10.3,System A,6
180,181,44,Female,City,Home Appliances,30-06-2022,958.211903,Credit Card,2,0.01968094,FALSE,4,FALSE,Returning,5,West,52:10.3,System A,6
181,182,30,Female,Rural,Clothing,01-07-2022,943.2970759,Cash,9,0.010923356,FALSE,2,TRUE,Returning,5,East,52:10.3,System A,7
182,183,58,Female,Rural,Clothing,02-07-2022,787.3376477,Debit Card,1,0.387242802,FALSE,5,FALSE,Returning,7,East,52:10.3,System A,7
